"Rolland and Marinette"|"genderless"|"multiple"|"multiple"
"Rooster Bold"|"male"|"friends_other"|"no_villain"
"Rose"|"female"|"friends_other"|"no_villain"
"Rose & Daizzi"|"genderless"|"multiple"|"multiple"
"Rose, Alix, & Mylène"|"genderless"|"multiple"|"multiple"
"Rose, Max and others"|"genderless"|"multiple"|"multiple"
"Rythm"|"female"|"friends_other"|"no_villain"
"Ryuko"|"female"|"friends_other"|"no_villain"
"Sabine"|"female"|"friends_other"|"no_villain"
"Sabine and Tom"|"genderless"|"multiple"|"multiple"
"Sabine's voicemail"|"genderless"|"friends_other"|"no_villain"
"Sabrina"|"female"|"friends_other"|"no_villain"
"Salmon kwami"|"genderless"|"kwami"|"no_villain"
"SandBoy"|"male"|"villain"|"villain"
"Santa Claus"|"male"|"friends_other"|"no_villain"
"Santa Claus and Ladybug"|"genderless"|"multiple"|"multiple"
"Santa Claus Claws"|"male"|"villain"|"villain"
"Santa Claus Claws"|"male"|"villain"|"villain"
"Santa Claws"|"male"|"villain"|"villain"
"Sapoti"|"genderless"|"villain"|"villain"
"Sapoti driver"|"genderless"|"friends_other"|"no_villain"
"Sapoti pedaler"|"genderless"|"friends_other"|"no_villain"
"Sapoti rider"|"genderless"|"friends_other"|"no_villain"
"Sapotis"|"genderless"|"friends_other"|"no_villain"
"Sarah"|"female"|"friends_other"|"no_villain"
"Sass"|"genderless"|"kwami"|"no_villain"
"Sass & Pollen"|"genderless"|"multiple"|"multiple"
"Scarabella"|"female"|"friends_other"|"no_villain"
"Scarabella and Cat Noir"|"genderless"|"multiple"|"multiple"
"Scarlet Moth"|"male"|"friends_other"|"no_villain"
"Sentialec"|"male"|"friends_other"|"no_villain"
"Sentibubbler"|"male"|"friends_other"|"no_villain"
"Sentibubbler and Shadow Moth"|"genderless"|"multiple"|"multiple"
"Senticarapace"|"male"|"friends_other"|"no_villain"
"Sentimonster"|"genderless"|"villain"|"villain"
"Sentimonster Gabriel"|"male"|"villain"|"villain"
"Sentimonster Ladybug"|"genderless"|"villain"|"villain"
"Sentinino"|"male"|"villain"|"villain"
"Service Drone"|"genderless"|"friends_other"|"no_villain"
"Service Drone 1"|"genderless"|"friends_other"|"no_villain"
"Service Drone 2"|"genderless"|"friends_other"|"no_villain"
"Shadow Moth"|"male"|"villain"|"villain"
"Shadow Moth and Sentibubbler"|"genderless"|"multiple"|"multiple"
"Shadow Moth through Senticarapace"|"genderless"|"friends_other"|"no_villain"
"Shadow Moth through Sentinino"|"genderless"|"friends_other"|"no_villain"
"Shadownoir"|"male"|"villain"|"villain"
"Sharktank"|"genderless"|"friends_other"|"no_villain"
"Shell Shock"|"male"|"villain"|"villain"
"Silencer"|"male"|"villain"|"villain"
"Simon"|"male"|"friends_other"|"no_villain"
"Simon Says"|"male"|"villain"|"villain"
"Simpleman"|"male"|"villain"|"villain"
"Smart Watch"|"genderless"|"friends_other"|"no_villain"
"Soldier"|"male"|"friends_other"|"no_villain"
"Soldiers"|"genderless"|"friends_other"|"no_villain"
"Sole Crusher"|"female"|"villain"|"villain"
"Staff"|"genderless"|"friends_other"|"no_villain"
"Staff towards Arlette's left"|"genderless"|"friends_other"|"no_villain"
"Stage manager"|"genderless"|"friends_other"|"no_villain"
"Stagehand"|"female"|"friends_other"|"no_villain"
"Startrain"|"female"|"villain"|"villain"
"Stompp"|"genderless"|"kwami"|"no_villain"
"Stoneheart"|"male"|"villain"|"villain"
"Stormy Weather"|"female"|"villain"|"villain"
"Strikeback"|"male"|"friends_other"|"no_villain"
"Student"|"genderless"|"friends_other"|"no_villain"
"Student on Marinette's right"|"genderless"|"friends_other"|"no_villain"
"Student to Marinette's left"|"genderless"|"friends_other"|"no_villain"
"Students"|"genderless"|"friends_other"|"no_villain"
"Students and Jean-Pierre Monlataing"|"genderless"|"multiple"|"multiple"
"Style Queen"|"female"|"villain"|"villain"
"Stylist"|"genderless"|"friends_other"|"no_villain"
"Su-Han"|"male"|"friends_other"|"no_villain"
"Subway rider"|"genderless"|"friends_other"|"no_villain"
"Superpower Sequence Aspik"|"male"|"friends_other"|"no_villain"
"Superpower Sequence Cat Noir"|"male"|"friends_other"|"no_villain"
"Superpower sequence Ladybug"|"female"|"friends_other"|"no_villain"
"Superpower Sequence Ladybug"|"female"|"friends_other"|"no_villain"
"Superpower Sequence Purple Tigress"|"female"|"friends_other"|"no_villain"
"Superpower Sequence Viperion"|"female"|"friends_other"|"no_villain"
"Syren"|"female"|"villain"|"villain"
"T-rex"|"genderless"|"friends_other"|"no_villain"
"Tatsu"|"female"|"friends_other"|"no_villain"
"Taxi Driver"|"genderless"|"friends_other"|"no_villain"
"Teacher"|"genderless"|"friends_other"|"no_villain"
"Teenagers"|"genderless"|"friends_other"|"no_villain"
"The Collector"|"male"|"villain"|"villain"
"The girls"|"female"|"multiple"|"multiple"
"The Gorilla"|"male"|"friends_other"|"no_villain"
"The heroes"|"genderless"|"friends_other"|"no_villain"
"The kids"|"genderless"|"friends_other"|"no_villain"
"The Mime"|"male"|"villain"|"villain"
"The other girls"|"female"|"multiple"|"multiple"
"The Pharaoh"|"male"|"friends_other"|"no_villain"
"The Punishers Trio"|"genderless"|"friends_other"|"no_villain"
"The Rest of the kwamis"|"genderless"|"friends_other"|"no_villain"
"The rest of the Kwamis"|"genderless"|"friends_other"|"no_villain"
"Théo"|"male"|"friends_other"|"no_villain"
"Thomas"|"male"|"friends_other"|"no_villain"
"Thunderbird kwami"|"genderless"|"kwami"|"no_villain"
"Ticket Inspector"|"male"|"friends_other"|"no_villain"
"Ticket Inspector"|"genderless"|"friends_other"|"no_villain"
"Tikki"|"genderless"|"kwami"|"no_villain"
"Tikki & Plagg"|"genderless"|"multiple"|"multiple"
"Timebreaker"|"female"|"villain"|"villain"
"Timebreaker 1"|"genderless"|"friends_other"|"no_villain"
"Timebreaker 2"|"genderless"|"friends_other"|"no_villain"
"Timebreakers"|"genderless"|"friends_other"|"no_villain"
"Timetagger"|"male"|"villain"|"villain"
"Tom"|"male"|"friends_other"|"no_villain"
"Tom & Sabine"|"genderless"|"multiple"|"multiple"
"Tom and Jagged"|"genderless"|"multiple"|"multiple"
"Tom and Marinette"|"genderless"|"multiple"|"multiple"
"Tom and Sabine"|"genderless"|"multiple"|"multiple"
"Tom, Sabine, and Cat Noir"|"genderless"|"multiple"|"multiple"
"Tom, Sabine, Marinette & André"|"genderless"|"multiple"|"multiple"
"Tomoe"|"female"|"friends_other"|"no_villain"
"Toy Cat Noir"|"male"|"friends_other"|"no_villain"
"Toy Ladybug"|"female"|"friends_other"|"no_villain"
"Toy Vendor"|"genderless"|"friends_other"|"no_villain"
"Trailer"|"genderless"|"friends_other"|"no_villain"
"Train conductor"|"genderless"|"friends_other"|"no_villain"
"Train Manager"|"genderless"|"friends_other"|"no_villain"
"Translator App"|"genderless"|"friends_other"|"no_villain"
"Translator app"|"genderless"|"friends_other"|"no_villain"
"Trixx"|"genderless"|"kwami"|"no_villain"
"Trixx and Pollen"|"genderless"|"multiple"|"multiple"
"Troublemaker"|"female"|"villain"|"villain"
"Truth"|"male"|"villain"|"villain"
"Unknown"|"genderless"|"villain"|"villain"
"Unknown Boy"|"male"|"friends_other"|"no_villain"
"Unknown girl"|"female"|"friends_other"|"no_villain"
"Unknown man"|"male"|"friends_other"|"no_villain"
"Unknown Voice"|"genderless"|"friends_other"|"no_villain"
"Unnamed person with a fishing rod"|"genderless"|"friends_other"|"no_villain"
"Unnamed presenter"|"genderless"|"friends_other"|"no_villain"
"Vanisher"|"female"|"villain"|"villain"
"Various Passengers"|"genderless"|"friends_other"|"no_villain"
"Verity Queen"|"female"|"villain"|"villain"
"Véronique"|"female"|"friends_other"|"no_villain"
"Vesperia"|"female"|"friends_other"|"no_villain"
"Vincent"|"male"|"friends_other"|"no_villain"
"Viperion"|"male"|"friends_other"|"no_villain"
"Vivica"|"female"|"friends_other"|"no_villain"
"Voice message"|"genderless"|"friends_other"|"no_villain"
"Voice on intercom"|"genderless"|"friends_other"|"no_villain"
"Voice recording of Tomoe"|"genderless"|"friends_other"|"no_villain"
"Volpina"|"female"|"villain"|"villain"
"Waitress"|"female"|"friends_other"|"no_villain"
"Wang Cheng"|"male"|"friends_other"|"no_villain"
"Wang Cheng"|"male"|"friends_other"|"no_villain"
"Wang Fu"|"male"|"friends_other"|"no_villain"
"Wang Fu"|"male"|"friends_other"|"no_villain"
"Watch"|"genderless"|"friends_other"|"no_villain"
"Wayem's friend"|"genderless"|"friends_other"|"no_villain"
"Wayhem"|"male"|"friends_other"|"no_villain"
"Wayzz"|"genderless"|"kwami"|"no_villain"
"Wayzz and Barkk"|"genderless"|"multiple"|"multiple"
"Wayzz and Tikki"|"genderless"|"multiple"|"multiple"
"Weredad"|"male"|"villain"|"villain"
"Wig Seller"|"genderless"|"friends_other"|"no_villain"
"Wishmaker"|"male"|"villain"|"villain"
"Wolf kwami"|"genderless"|"kwami"|"no_villain"
"Woman"|"female"|"friends_other"|"no_villain"
"Woman inside building"|"female"|"friends_other"|"no_villain"
"Woodpecker kwami"|"genderless"|"kwami"|"no_villain"
"Worker"|"genderless"|"friends_other"|"no_villain"
"Xavier"|"male"|"friends_other"|"no_villain"
"Xuppu"|"genderless"|"kwami"|"no_villain"
"Xuppu and Daizzi"|"genderless"|"multiple"|"multiple"
"XY"|"male"|"friends_other"|"no_villain"
"Ziggy"|"genderless"|"kwami"|"no_villain"
"Zoé"|"female"|"friends_other"|"no_villain"
"Zombie"|"genderless"|"friends_other"|"no_villain"
"Zombizou"|"female"|"villain"|"villain"
"Adrien, Nino, and Alya"|"genderless"|"friends_other"|"multiple"
"Akumatized villains"|"genderless"|"multiple"|"multiple"
"All seven"|"genderless"|"multiple"|"multiple"
"Aquabug and Aqua Noir"|"genderless"|"multiple"|"multiple"
"Audrey Bourgeois"|"female"|"friends_other"|"no_villain"
"Car driver"|"male"|"friends_other"|"no_villain"
"Chloé-Bee"|"female"|"villain"|"villain"
"Citizen"|"male"|"friends_other"|"no_villain"
"Citizens"|"genderless"|"multiple"|"multiple"
"Clones"|"genderless"|"multiple"|"multiple"
"Commercial"|"genderless"|"friends_other"|"no_villain"
"Dragon Bug"|"female"|"villain"|"villain"
"Fu"|"male"|"friends_other"|"no_villain"
"Juleka, Mylène, Nino, Ivan, and Kim"|"genderless"|"multiple"|"multiple"
"Kwamibuster"|"male"|"villain"|"villain"
"Ladybug and Rena Rouge"|"genderless"|"multiple"|"multiple"
"Ladybug Illusion"|"female"|"villain"|"villain"
"Male voice"|"male"|"friends_other"|"no_villain"
"Mini-Mayor Bourgeois"|"male"|"friends_other"|"no_villain"
"Mr. Haprèle"|"male"|"friends_other"|"no_villain"
"Multibug"|"female"|"villain"|"villain"
"Multifox"|"female"|"villain"|"villain"
"Multimouse Illusion"|"female"|"villain"|"villain"
"Multinoir"|"male"|"villain"|"villain"
"Mylène and Ivan"|"genderless"|"multiple"|"multiple"
"News Crews"|"genderless"|"multiple"|"multiple"
"Park keeper"|"genderless"|"friends_other"|"no_villain"
"Pedestrian"|"genderless"|"friends_other"|"no_villain"
"People in the video"|"genderless"|"multiple"|"multiple"
"Rena Rouge & Cat Noir Illusion"|"genderless"|"multiple"|"multiple"
"Rena Rouge & Ladybug Illusion"|"genderless"|"multiple"|"multiple"
"Roger and other guards"|"genderless"|"multiple"|"multiple"
"Scarlet Giants"|"genderless"|"multiple"|"multiple"
"Snake Noir"|"male"|"villain"|"villain"
"Style Queen & Malediktator"|"genderless"|"multiple"|"multiple"
"Superpower Sequence Multifox"|"female"|"villain"|"villain"
"Superpower Sequence Multimouse"|"female"|"villain"|"villain"
"Superpower Sequence Multinoir"|"male"|"villain"|"villain"
"TVi Person"|"genderless"|"friends_other"|"no_villain"
"Villain"|"genderless"|"villain"|"villain"
"Visitor 1"|"genderless"|"friends_other"|"no_villain"
"Visitor 2"|"genderless"|"friends_other"|"no_villain"
"Hessesnpy"|"female"|"friends_other"|"no_villain"
"Superpower Sequence Multibug"|"female"|"friends_other"|"no_villain"
"Chloé-Bug and real Chloé"|"female"|"friends_other"|"no_villain"
"The Kwamis"|"genderless"|"multiple"|"multiple"
"Marinette, Nino, Alya"|"genderless"|"multiple"|"multiple"
"Chloé-Bee and real Chloé"|"genderless"|"multiple"|"multiple"
