"Miss Bustier"|-0.0478637839357058|0.08825|"3"|"55"|"Chameleon"
"Mylène"|0.669525861740112|0.2385|"3"|"55"|"Chameleon"
"Nadja"|0.599076151847839|0.359|"3"|"55"|"Chameleon"
"Nino"|-0.124134838581085|-0.06675|"3"|"55"|"Chameleon"
"Plagg"|-0.318617140253385|0.113333333333333|"3"|"55"|"Chameleon"
"Quentin's mother"|-0.165139824151993|0|"3"|"55"|"Chameleon"
"Rose, Max and others"|-0.135077178478241|0|"3"|"55"|"Chameleon"
"Sabrina"|0.484850466251373|0|"3"|"55"|"Chameleon"
"Tikki"|-0.500429371992747|-0.110666666666667|"3"|"55"|"Chameleon"
"Waitress"|-0.455879494547844|0.201|"3"|"55"|"Chameleon"
"Alya"|0.108493268489838|0.380666666666667|"3"|"76"|"Christmaster"
"Bear"|-0.644370749592781|0.23|"3"|"76"|"Christmaster"
"Cat Noir"|-0.0276219029175608|0.0187368421052632|"3"|"76"|"Christmaster"
"Chris"|-0.251791427081281|-0.0667272727272727|"3"|"76"|"Christmaster"
"Christmaster"|-0.345027004679044|-0.189777777777778|"3"|"76"|"Christmaster"
"Colonel Woof-Woof"|0.100546823306517|0.0273636363636364|"3"|"76"|"Christmaster"
"Hawk Moth"|-0.128771760634014|0.162428571428571|"3"|"76"|"Christmaster"
"Ladybug"|-0.0265416945960071|0.173054054054054|"3"|"76"|"Christmaster"
"Ladybug and Cat Noir"|-0.587292939424515|0|"3"|"76"|"Christmaster"
"Ladybug, Cat Noir, and Santa Claus"|-0.271977782249451|0|"3"|"76"|"Christmaster"
"Marinette"|-0.186763891372187|0.209172413793103|"3"|"76"|"Christmaster"
"Nadja"|-0.487678706645966|0|"3"|"76"|"Christmaster"
"Nino"|0.0181274066368739|0.250583333333333|"3"|"76"|"Christmaster"
"Philippe"|-0.118879556655884|0.0977777777777778|"3"|"76"|"Christmaster"
"Philippe and Cat Noir"|0.0217449069023132|0|"3"|"76"|"Christmaster"
